,Index,Buy,Sell,Rate
2020-04-09 14:53:16,99.52,1232.5,1209.1,1220.8
2020-04-09 15:00:48,99.52,1232.7,1209.3,1221.0
2020-04-09 15:01:18,99.52,1232.4,1209.0,1220.7
2020-04-09 15:03:06,99.52,1232.8,1209.4,1221.1
2020-04-09 15:03:42,99.52,1233.1,1209.7,1221.4
2020-04-09 15:05:46,99.52,1232.6,1209.2,1220.9
2020-04-09 15:08:07,99.52,1233.1,1209.7,1221.4
2020-04-09 15:10:14,99.52,1233.2,1209.8,1221.5
2020-04-09 15:12:29,99.52,1232.5,1209.1,1220.8
2020-04-09 15:16:56,99.52,1232.3,1208.9,1220.6
2020-04-09 15:18:45,99.52,1232.5,1209.1,1220.8
2020-04-09 15:20:12,99.52,1232.2,1208.8,1220.5
2020-04-09 15:20:42,99.52,1231.6,1208.2,1219.9
2020-04-09 15:21:22,99.52,1231.9,1208.5,1220.2
2020-04-09 15:25:27,99.52,1231.5,1208.1,1219.8
2020-04-09 15:31:35,99.52,1231.2,1207.8,1219.5
2020-04-09 15:37:49,99.52,1231.2,1207.8,1219.5
2020-04-09 15:50:07,99.52,1230.7,1207.3,1219.0
2020-04-09 15:59:28,99.52,1230.1,1206.9,1218.5
2020-04-09 16:12:01,99.52,1230.1,1206.9,1218.5
2020-04-09 16:44:59,99.52,1230.1,1206.9,1218.5
2020-04-09 16:54:25,99.52,1229.6,1206.4,1218.0
2020-04-10 08:42:24,99.52,1222.1,1198.9,1210.5
2020-04-10 08:48:54,99.52,1222.1,1198.9,1210.5
2020-04-10 09:00:52,99.52,1222.6,1199.4,1211.0
2020-04-10 09:01:24,99.52,1223.1,1199.9,1211.5
2020-04-10 09:01:54,99.52,1224.1,1200.9,1212.5
2020-04-10 09:04:37,99.52,1223.8,1200.6,1212.2
2020-04-10 09:05:15,99.52,1223.3,1200.1,1211.7
2020-04-10 09:06:35,99.52,1222.9,1199.7,1211.3
2020-04-10 09:08:24,99.52,1223.5,1200.3,1211.9
2020-04-10 09:08:55,99.52,1223.7,1200.5,1212.1
2020-04-10 09:10:17,99.52,1224.0,1200.8,1212.4
2020-04-10 09:10:41,99.52,1224.7,1201.5,1213.1
2020-04-10 09:12:03,99.52,1224.9,1201.7,1213.3
2020-04-10 09:12:51,99.52,1224.5,1201.3,1212.9
2020-04-10 09:13:28,99.52,1224.1,1200.9,1212.5
2020-04-10 09:14:16,99.52,1224.5,1201.3,1212.9
2020-04-10 09:15:24,99.52,1224.9,1201.7,1213.3
2020-04-10 09:16:31,99.52,1224.8,1201.6,1213.2
2020-04-10 09:18:55,99.52,1225.1,1201.9,1213.5
2020-04-10 09:19:54,99.52,1225.3,1202.1,1213.7
2020-04-10 09:20:22,99.52,1225.8,1202.6,1214.2
2020-04-10 09:21:26,99.52,1226.0,1202.8,1214.4
2020-04-10 09:23:18,99.52,1225.8,1202.6,1214.2
2020-04-10 09:23:54,99.52,1225.5,1202.3,1213.9
2020-04-10 09:27:31,99.52,1225.8,1202.6,1214.2
2020-04-10 09:28:17,99.52,1225.4,1202.2,1213.8
2020-04-10 09:29:14,99.52,1225.2,1202.0,1213.6
2020-04-10 09:32:28,99.52,1224.7,1201.5,1213.1
2020-04-10 09:33:07,99.52,1225.1,1201.9,1213.5
2020-04-10 09:34:27,99.52,1225.5,1202.3,1213.9
2020-04-10 09:37:32,99.52,1225.8,1202.6,1214.2
2020-04-10 09:38:07,99.52,1226.0,1202.8,1214.4
2020-04-10 09:39:50,99.52,1225.5,1202.3,1213.9
2020-04-10 09:40:34,99.52,1225.7,1202.5,1214.1
2020-04-10 09:41:46,99.52,1226.2,1203.0,1214.6
2020-04-10 09:42:23,99.52,1225.8,1202.6,1214.2
2020-04-10 09:44:10,99.52,1226.1,1202.9,1214.5
2020-04-10 09:47:27,99.52,1226.3,1203.1,1214.7
2020-04-10 09:50:01,99.52,1226.2,1203.0,1214.6
2020-04-10 09:52:34,99.52,1226.0,1202.8,1214.4
2020-04-10 09:54:19,99.52,1225.6,1202.4,1214.0
2020-04-10 09:56:13,99.52,1226.0,1202.8,1214.4
2020-04-10 10:03:44,99.52,1226.4,1203.2,1214.8
2020-04-10 10:10:01,99.52,1226.3,1203.1,1214.7
2020-04-10 10:13:13,99.52,1227.2,1204.0,1215.6
2020-04-10 10:14:56,99.52,1226.8,1203.6,1215.2
2020-04-10 10:16:51,99.52,1226.4,1203.2,1214.8
2020-04-10 10:20:09,99.52,1226.6,1203.4,1215.0
2020-04-10 10:29:53,99.52,1226.3,1203.1,1214.7
2020-04-10 10:42:51,99.52,1226.9,1203.7,1215.3
2020-04-10 10:44:59,99.52,1226.5,1203.3,1214.9
2020-04-10 10:47:10,99.52,1226.3,1203.1,1214.7
2020-04-10 10:47:50,99.52,1226.4,1203.2,1214.8
2020-04-10 10:48:37,99.52,1226.5,1203.3,1214.9
2020-04-10 10:52:13,99.52,1226.6,1203.4,1215.0
2020-04-10 10:53:32,99.52,1227.1,1203.9,1215.5
2020-04-10 10:54:48,99.52,1226.9,1203.7,1215.3
2020-04-10 11:02:55,99.52,1227.2,1204.0,1215.6
2020-04-10 11:04:38,99.52,1226.8,1203.6,1215.2
2020-04-10 11:08:05,99.52,1227.1,1203.9,1215.5
2020-04-10 11:10:32,99.52,1226.8,1203.6,1215.2
2020-04-10 11:11:37,99.52,1226.5,1203.3,1214.9
2020-04-10 11:12:43,99.52,1226.5,1203.3,1214.9
2020-04-10 11:15:48,99.52,1226.8,1203.6,1215.2
2020-04-10 11:16:26,99.52,1227.0,1203.8,1215.4
2020-04-10 11:20:31,99.52,1226.5,1203.3,1214.9
2020-04-10 11:27:52,99.52,1226.8,1203.6,1215.2
2020-04-10 11:35:53,99.52,1226.6,1203.4,1215.0
2020-04-10 11:38:50,99.52,1225.9,1202.7,1214.3
2020-04-10 11:41:45,99.52,1225.0,1201.8,1213.4
2020-04-10 11:48:22,99.52,1224.6,1201.4,1213.0
2020-04-10 11:49:48,99.52,1223.8,1200.6,1212.2
2020-04-10 11:51:16,99.52,1223.1,1199.9,1211.5
2020-04-10 11:53:26,99.52,1222.8,1199.6,1211.2
2020-04-10 11:55:27,99.52,1222.8,1199.6,1211.2
2020-04-10 11:56:36,99.52,1222.2,1199.0,1210.6
2020-04-10 12:00:26,99.52,1223.0,1199.8,1211.4
2020-04-10 12:04:11,99.52,1222.4,1199.2,1210.8
2020-04-10 12:18:44,99.52,1222.8,1199.6,1211.2
2020-04-10 12:20:47,99.52,1223.1,1199.9,1211.5
2020-04-10 12:37:01,99.52,1222.4,1199.2,1210.8
2020-04-10 12:41:46,99.52,1222.2,1199.0,1210.6
2020-04-10 12:43:02,99.52,1222.5,1199.3,1210.9
2020-04-10 12:46:49,99.52,1222.8,1199.6,1211.2
2020-04-10 12:52:15,99.52,1222.0,1198.8,1210.4
2020-04-10 12:53:14,99.52,1222.5,1199.3,1210.9
2020-04-10 13:05:59,99.52,1222.5,1199.3,1210.9
2020-04-10 13:09:49,99.52,1222.8,1199.6,1211.2
2020-04-10 13:26:55,99.52,1222.7,1199.5,1211.1
2020-04-10 13:41:14,99.52,1222.5,1199.3,1210.9
2020-04-10 13:41:50,99.52,1222.3,1199.1,1210.7
2020-04-10 13:42:46,99.52,1222.4,1199.2,1210.8
2020-04-10 13:47:23,99.52,1222.1,1198.9,1210.5
2020-04-10 13:50:02,99.52,1222.5,1199.3,1210.9
2020-04-10 13:54:58,99.52,1222.6,1199.4,1211.0
2020-04-10 13:56:38,99.52,1222.8,1199.6,1211.2
2020-04-10 14:01:53,99.52,1222.4,1199.2,1210.8
2020-04-10 14:04:45,99.52,1222.6,1199.4,1211.0
2020-04-10 14:07:40,99.52,1222.3,1199.1,1210.7
2020-04-10 14:08:30,99.52,1222.6,1199.4,1211.0
2020-04-10 14:12:07,99.52,1222.2,1199.0,1210.6
2020-04-10 14:16:56,99.52,1222.1,1198.9,1210.5
2020-04-10 14:17:40,99.52,1221.8,1198.6,1210.2
2020-04-10 14:18:18,99.52,1221.9,1198.7,1210.3
2020-04-10 14:20:25,99.52,1221.6,1198.4,1210.0
2020-04-10 14:21:13,99.52,1221.5,1198.3,1209.9
2020-04-10 14:21:51,99.52,1221.2,1198.0,1209.6
2020-04-10 14:23:28,99.52,1220.7,1197.5,1209.1
2020-04-10 14:24:07,99.52,1220.1,1196.9,1208.5
2020-04-10 14:24:49,99.52,1220.3,1197.1,1208.7
2020-04-10 14:25:26,99.52,1220.3,1197.1,1208.7
2020-04-10 14:26:03,99.52,1220.5,1197.3,1208.9
2020-04-10 14:27:37,99.52,1220.9,1197.7,1209.3
2020-04-10 14:29:11,99.52,1220.5,1197.3,1208.9
2020-04-10 14:33:04,99.52,1220.2,1197.0,1208.6
2020-04-10 14:34:31,99.52,1220.4,1197.2,1208.8
2020-04-10 14:44:08,99.52,1220.6,1197.4,1209.0
2020-04-10 14:45:20,99.52,1220.9,1197.7,1209.3
2020-04-10 14:46:24,99.52,1221.4,1198.2,1209.8
2020-04-10 14:50:40,99.52,1220.9,1197.7,1209.3
2020-04-10 14:52:11,99.52,1221.1,1197.9,1209.5
2020-04-10 14:53:57,99.52,1221.4,1198.2,1209.8
2020-04-10 15:01:25,99.52,1221.1,1197.9,1209.5
2020-04-10 15:05:35,99.52,1220.6,1197.4,1209.0
2020-04-10 15:08:59,99.52,1220.2,1197.0,1208.6
2020-04-10 15:11:44,99.52,1219.1,1196.1,1207.6
2020-04-10 15:13:41,99.52,1219.1,1196.1,1207.6
2020-04-10 15:16:18,99.52,1219.5,1196.5,1208.0
2020-04-10 15:22:41,99.52,1219.2,1196.2,1207.7
2020-04-10 15:24:36,99.52,1218.7,1195.7,1207.2
2020-04-10 15:25:16,99.52,1218.5,1195.5,1207.0
2020-04-10 15:26:09,99.52,1218.9,1195.9,1207.4
2020-04-10 15:26:47,99.52,1219.2,1196.2,1207.7
2020-04-10 15:28:53,99.52,1219.8,1196.8,1208.3
2020-04-10 15:29:27,99.52,1219.4,1196.4,1207.9
2020-04-10 15:31:14,99.52,1220.4,1197.2,1208.8
2020-04-10 15:31:52,99.52,1220.6,1197.4,1209.0
2020-04-10 15:42:42,99.52,1221.1,1197.9,1209.5
2020-04-10 15:56:48,99.52,1221.6,1198.4,1210.0
2020-04-10 16:24:17,99.52,1222.1,1198.9,1210.5
2020-04-10 16:56:21,99.52,1222.6,1199.4,1211.0
2020-04-13 08:29:41,99.35,1222.6,1199.4,1211.0
2020-04-13 08:38:23,99.35,1222.6,1199.4,1211.0
2020-04-13 08:42:41,99.35,1222.6,1199.4,1211.0
2020-04-13 08:52:12,99.35,1222.6,1199.4,1211.0
2020-04-13 08:57:43,99.35,1222.6,1199.4,1211.0
2020-04-13 09:00:44,99.35,1225.6,1202.4,1214.0
2020-04-13 09:01:19,99.35,1226.6,1203.4,1215.0
2020-04-13 09:02:22,99.35,1227.1,1203.9,1215.5
2020-04-13 09:03:51,99.35,1227.4,1204.2,1215.8
2020-04-13 09:05:35,99.35,1227.8,1204.6,1216.2
2020-04-13 09:06:21,99.35,1228.1,1204.9,1216.5
2020-04-13 09:09:06,99.35,1227.7,1204.5,1216.1
2020-04-13 09:09:40,99.35,1227.5,1204.3,1215.9
2020-04-13 09:10:00,99.35,1227.8,1204.6,1216.2
2020-04-13 09:11:27,99.35,1228.1,1204.9,1216.5
2020-04-13 09:12:04,99.35,1228.4,1205.2,1216.8
2020-04-13 09:12:49,99.35,1227.9,1204.7,1216.3
2020-04-13 09:14:33,99.35,1227.3,1204.1,1215.7
2020-04-13 09:15:14,99.35,1227.6,1204.4,1216.0
2020-04-13 09:17:38,99.35,1228.1,1204.9,1216.5
2020-04-13 09:21:33,99.35,1228.6,1205.4,1217.0
2020-04-13 09:22:02,99.35,1229.3,1206.1,1217.7
2020-04-13 09:26:17,99.35,1229.5,1206.3,1217.9
2020-04-13 09:27:24,99.35,1230.0,1206.8,1218.4
2020-04-13 09:28:50,99.35,1229.7,1206.5,1218.1
2020-04-13 09:30:04,99.35,1229.6,1206.4,1218.0
2020-04-13 09:32:32,99.35,1229.3,1206.1,1217.7
2020-04-13 09:33:16,99.35,1229.6,1206.4,1218.0
2020-04-13 09:34:38,99.35,1229.9,1206.7,1218.3
2020-04-13 09:36:12,99.35,1229.7,1206.5,1218.1
2020-04-13 09:39:41,99.35,1229.9,1206.7,1218.3
2020-04-13 09:40:11,99.35,1230.1,1206.9,1218.5
2020-04-13 09:41:27,99.35,1230.3,1207.1,1218.7
2020-04-13 09:42:01,99.35,1230.9,1207.5,1219.2
2020-04-13 09:42:47,99.35,1231.1,1207.7,1219.4
2020-04-13 09:44:42,99.35,1231.0,1207.6,1219.3
2020-04-13 09:45:12,99.35,1230.6,1207.2,1218.9
2020-04-13 09:45:48,99.35,1231.0,1207.6,1219.3
2020-04-13 09:46:52,99.35,1231.3,1207.9,1219.6
2020-04-13 09:49:08,99.35,1231.5,1208.1,1219.8
2020-04-13 09:53:59,99.35,1231.3,1207.9,1219.6
2020-04-13 09:54:51,99.35,1231.5,1208.1,1219.8
2020-04-13 09:57:54,99.35,1231.6,1208.2,1219.9
2020-04-13 09:58:48,99.35,1231.5,1208.1,1219.8
2020-04-13 10:01:10,99.35,1231.3,1207.9,1219.6
2020-04-13 10:03:14,99.35,1231.5,1208.1,1219.8
2020-04-13 10:04:51,99.35,1231.9,1208.5,1220.2
2020-04-13 10:07:03,99.35,1232.1,1208.7,1220.4
2020-04-13 10:07:39,99.35,1232.4,1209.0,1220.7
2020-04-13 10:10:55,99.35,1232.0,1208.6,1220.3
2020-04-13 10:14:12,99.35,1231.6,1208.2,1219.9
2020-04-13 10:15:05,99.35,1231.7,1208.3,1220.0
2020-04-13 10:16:20,99.35,1231.3,1207.9,1219.6
2020-04-13 10:18:10,99.35,1231.7,1208.3,1220.0
2020-04-13 10:18:45,99.35,1231.3,1207.9,1219.6
2020-04-13 10:19:22,99.35,1230.8,1207.4,1219.1
2020-04-13 10:20:55,99.35,1230.7,1207.3,1219.0
2020-04-13 10:22:08,99.35,1230.5,1207.1,1218.8
2020-04-13 10:23:39,99.35,1230.9,1207.5,1219.2
2020-04-13 10:28:02,99.35,1231.2,1207.8,1219.5
2020-04-13 10:28:49,99.35,1231.5,1208.1,1219.8
2020-04-13 10:30:18,99.35,1231.2,1207.8,1219.5
2020-04-13 10:33:34,99.35,1231.6,1208.2,1219.9
2020-04-13 10:35:22,99.35,1231.0,1207.6,1219.3
2020-04-13 10:38:31,99.35,1230.8,1207.4,1219.1
2020-04-13 10:39:08,99.35,1230.5,1207.1,1218.8
2020-04-13 10:54:48,99.35,1230.5,1207.1,1218.8
2020-04-13 10:56:32,99.35,1230.2,1207.0,1218.6
2020-04-13 10:57:16,99.35,1230.5,1207.1,1218.8
2020-04-13 11:07:54,99.35,1230.6,1207.2,1218.9
2020-04-13 11:10:50,99.35,1230.9,1207.5,1219.2
2020-04-13 11:15:07,99.35,1230.3,1207.1,1218.7
2020-04-13 11:16:07,99.35,1230.7,1207.3,1219.0
2020-04-13 11:17:28,99.35,1230.3,1207.1,1218.7
2020-04-13 11:19:56,99.35,1230.0,1206.8,1218.4
2020-04-13 11:25:43,99.35,1229.8,1206.6,1218.2
2020-04-13 11:31:09,99.35,1229.6,1206.4,1218.0
2020-04-13 11:39:32,99.35,1229.3,1206.1,1217.7
2020-04-13 11:42:49,99.35,1229.4,1206.2,1217.8
2020-04-13 11:44:41,99.35,1229.9,1206.7,1218.3
2020-04-13 11:46:19,99.35,1230.5,1207.1,1218.8
2020-04-13 11:46:57,99.35,1230.9,1207.5,1219.2
2020-04-13 11:47:58,99.35,1231.1,1207.7,1219.4
2020-04-13 11:58:08,99.35,1230.7,1207.3,1219.0
2020-04-13 12:00:43,99.35,1229.9,1206.7,1218.3
2020-04-13 12:09:11,99.35,1230.1,1206.9,1218.5
2020-04-13 12:12:47,99.35,1230.5,1207.1,1218.8
2020-04-13 12:21:05,99.35,1230.7,1207.3,1219.0
2020-04-13 12:31:10,99.35,1230.5,1207.1,1218.8
2020-04-13 12:37:41,99.35,1230.6,1207.2,1218.9
2020-04-13 12:43:10,99.35,1230.9,1207.5,1219.2
2020-04-13 12:48:18,99.35,1230.5,1207.1,1218.8
2020-04-13 12:53:44,99.35,1231.0,1207.6,1219.3
2020-04-13 12:57:20,99.35,1230.6,1207.2,1218.9
2020-04-13 13:00:17,99.35,1230.2,1207.0,1218.6
2020-04-13 13:02:57,99.35,1230.8,1207.4,1219.1
2020-04-13 13:03:38,99.35,1231.1,1207.7,1219.4
2020-04-13 13:06:53,99.35,1230.7,1207.3,1219.0
2020-04-13 13:15:47,99.35,1231.0,1207.6,1219.3
2020-04-13 13:18:01,99.35,1231.2,1207.8,1219.5
2020-04-13 13:34:51,99.35,1231.3,1207.9,1219.6
2020-04-13 13:43:16,99.35,1231.1,1207.7,1219.4
2020-04-13 13:48:21,99.35,1231.3,1207.9,1219.6
2020-04-13 13:49:38,99.35,1231.8,1208.4,1220.1
2020-04-13 13:54:18,99.35,1231.7,1208.3,1220.0
2020-04-13 13:54:51,99.35,1231.5,1208.1,1219.8
2020-04-13 14:04:38,99.35,1231.2,1207.8,1219.5
2020-04-13 14:05:37,99.35,1230.9,1207.5,1219.2
2020-04-13 14:06:10,99.35,1230.7,1207.3,1219.0
2020-04-13 14:07:35,99.35,1230.6,1207.2,1218.9
2020-04-13 14:16:11,99.35,1230.6,1207.2,1218.9
2020-04-13 14:16:53,99.35,1230.3,1207.1,1218.7
2020-04-13 14:17:46,99.35,1230.6,1207.2,1218.9
2020-04-13 14:19:23,99.35,1230.8,1207.4,1219.1
2020-04-13 14:22:36,99.35,1231.0,1207.6,1219.3
2020-04-13 14:24:18,99.35,1231.2,1207.8,1219.5
2020-04-13 14:25:55,99.35,1231.3,1207.9,1219.6
2020-04-13 14:26:37,99.35,1230.9,1207.5,1219.2
2020-04-13 14:38:40,99.35,1231.5,1208.1,1219.8
2020-04-13 14:42:32,99.35,1231.6,1208.2,1219.9
2020-04-13 14:43:06,99.35,1231.8,1208.4,1220.1
2020-04-13 14:44:06,99.35,1231.6,1208.2,1219.9
2020-04-13 14:44:48,99.35,1231.3,1207.9,1219.6
2020-04-13 14:45:12,99.35,1230.8,1207.4,1219.1
2020-04-13 14:47:46,99.35,1230.5,1207.1,1218.8
2020-04-13 14:50:42,99.35,1230.0,1206.8,1218.4
2020-04-13 14:51:35,99.35,1229.8,1206.6,1218.2
2020-04-13 14:54:10,99.35,1230.0,1206.8,1218.4
2020-04-13 14:55:24,99.35,1230.2,1207.0,1218.6
2020-04-13 14:57:47,99.35,1229.8,1206.6,1218.2
2020-04-13 15:02:09,99.35,1230.0,1206.8,1218.4
2020-04-13 15:03:05,99.35,1230.7,1207.3,1219.0
2020-04-13 15:03:39,99.35,1230.5,1207.1,1218.8
2020-04-13 15:05:26,99.35,1229.5,1206.3,1217.9
2020-04-13 15:06:02,99.35,1229.1,1205.9,1217.5
2020-04-13 15:07:39,99.35,1229.3,1206.1,1217.7
2020-04-13 15:13:47,99.35,1229.5,1206.3,1217.9
2020-04-13 15:15:16,99.35,1229.8,1206.6,1218.2
2020-04-13 15:19:09,99.35,1229.5,1206.3,1217.9
2020-04-13 15:24:48,99.35,1229.1,1205.9,1217.5
2020-04-13 15:25:42,99.35,1229.2,1206.0,1217.6
2020-04-13 15:26:48,99.35,1229.5,1206.3,1217.9
2020-04-13 15:28:59,99.35,1229.7,1206.5,1218.1
2020-04-13 15:30:46,99.35,1229.5,1206.3,1217.9
2020-04-13 15:31:18,99.35,1229.6,1206.4,1218.0
2020-04-13 15:40:29,99.35,1229.1,1205.9,1217.5
2020-04-13 16:02:58,99.35,1229.6,1206.4,1218.0
2020-04-13 16:20:51,99.35,1229.6,1206.4,1218.0
2020-04-13 16:28:40,99.35,1228.6,1205.4,1217.0
2020-04-13 16:30:35,99.35,1227.6,1204.4,1216.0
2020-04-13 16:35:28,99.35,1226.6,1203.4,1215.0
2020-04-13 16:42:49,99.35,1226.6,1203.4,1215.0
2020-04-13 16:49:52,99.35,1226.6,1203.4,1215.0
2020-04-13 16:58:24,99.35,1228.1,1204.9,1216.5
2020-04-14 08:31:26,98.89,1227.6,1204.4,1216.0
2020-04-14 08:39:53,98.89,1227.6,1204.4,1216.0
2020-04-14 08:44:39,98.89,1227.6,1204.4,1216.0
2020-04-14 08:50:40,98.89,1227.6,1204.4,1216.0
2020-04-14 08:55:32,98.89,1227.6,1204.4,1216.0
2020-04-14 09:00:43,98.89,1226.6,1203.4,1215.0
2020-04-14 09:02:10,98.89,1226.1,1202.9,1214.5
2020-04-14 09:02:50,98.89,1225.3,1202.1,1213.7
2020-04-14 09:03:33,98.89,1225.6,1202.4,1214.0
2020-04-14 09:04:22,98.89,1225.8,1202.6,1214.2
2020-04-14 09:04:58,98.89,1226.3,1203.1,1214.7
2020-04-14 09:08:41,98.89,1226.6,1203.4,1215.0
2020-04-14 09:09:17,98.89,1226.8,1203.6,1215.2
2020-04-14 09:12:58,98.89,1227.7,1204.5,1216.1
2020-04-14 09:13:21,98.89,1227.9,1204.7,1216.3
2020-04-14 09:15:26,98.89,1228.0,1204.8,1216.4
2020-04-14 09:17:13,98.89,1228.3,1205.1,1216.7
2020-04-14 09:17:53,98.89,1228.0,1204.8,1216.4
